file1	file2	chrom	resolution	h	dBPMax	scc
file0	file1	chr9	100000	1		0.027249529434035136
file0	file1	chr9	1000000	1		0.15512458273944163
file0	file1	chr10	100000	1		0.37031768108368035
file0	file1	chr10	1000000	1		0.8681688795497559
file0	file1	chr11	100000	1		0.5786206851828931
file0	file1	chr11	1000000	1		0.834369762831749
file0	file1	chr12	100000	1		0.9243223351449764
file0	file1	chr12	1000000	1		0.5597382842095824
file0	file1	chr13	100000	1		0.18335926280427883
file0	file1	chr13	1000000	1		0.1852726020656581
file0	file1	chr14	100000	1		0.05000654547878869
file0	file1	chr14	1000000	1		0.21647848722296803
file0	file1	chr15	100000	1		0.5484465786693912
file0	file1	chr15	1000000	1		0.9283907709564605
file0	file1	chr16	100000	1		0.9259030339162303
file0	file1	chr16	1000000	1		0.8833559026796806
file0	file1	chr17	100000	1		0.6827867267914252
file0	file1	chr17	1000000	1		0.7037464857901942
file0	file1	chr18	100000	1		0.33695219754584393
file0	file1	chr18	1000000	1		0.007977875845478488
file0	file1	chr19	100000	1		0.11059726569950656
file0	file1	chr19	1000000	1		0.12163384394839805
file0	file1	chr20	100000	1		0.9746596202283533
file0	file1	chr20	1000000	1		0.758517069994371
file0	file1	chr21	100000	1		0.7580544921391864
file0	file1	chr21	1000000	1		0.42722662036111336
file0	file1	chrX	100000	1		0.2231128888813113
file0	file1	chrX	1000000	1		0.5511346140086145
file0	file1	chrY	100000	1		0.40441976755418085
file0	file1	chrY	1000000	1		0.8386797832377012
file0	file1	chrM	100000	1		0.17382295488143562
file0	file1	chrM	1000000	1		0.9133126929783254
file0	file2	chr0	100000	1		0.7314922139958296
file0	file2	chr0	1000000	1		0.250624612922841
file0	file2	chr1	100000	1		0.5637226841552103
file0	file2	chr1	1000000	1		0.6385809165474607
file0	file2	chr2	100000	1		0.45996874902960916
file0	file2	chr2	1000000	1		0.06930535984123498
file0	file2	chr3	100000	1		0.7657555027351225
file0	file2	chr3	1000000	1		0.19915976430298732
file0	file2	chr4	100000	1		0.3118272933639602
file0	file2	chr4	1000000	1		0.044912250002635434
file0	file2	chr5	100000	1		0.2532430319325244
file0	file2	chr5	1000000	1		0.4659644903652528
file0	file2	chr6	100000	1		0.4594696017002433
file0	file2	chr6	1000000	1		0.620128305720782
file0	file2	chr7	100000	1		0.9269845948838724
file0	file2	chr7	1000000	1		0.46155753967234403
file0	file2	chr8	100000	1		0.7120014803295158
file0	file2	chr8	1000000	1		0.9418557449841097
file0	file2	chr9	100000	1		0.7139565523687286
file0	file2	chr9	1000000	1		0.7476654904859918
file0	file2	chr10	100000	1		0.507471782989857
file0	file2	chr10	1000000	1		0.9365045789238083
file0	file2	chr11	100000	1		0.34199923729103576
file0	file2	chr11	1000000	1		0.6995152120643539
file0	file2	chr12	100000	1		0.046175916735014755
file0	file2	chr12	1000000	1		0.3124755821494961
file0	file2	chr13	100000	1		0.23924258552280597
file0	file2	chr13	1000000	1		0.7095455503451896
file0	file2	chr14	100000	1		0.4199858112790418
file0	file2	chr14	1000000	1		0.4480381784978166
file0	file2	chr15	100000	1		0.4910042952609599
file0	file2	chr15	1000000	1		0.992335398828259
file0	file2	chr16	100000	1		0.5062642910742094
file0	file2	chr16	1000000	1		0.37095396005288794
file0	file2	chr17	100000	1		0.007701476581398414
file0	file2	chr17	1000000	1		0.40681077567549884
file0	file2	chr18	100000	1		0.7374031355599883
file0	file2	chr18	1000000	1		0.5676378297487973
file0	file2	chr19	100000	1		0.9627275245125635
file0	file2	chr19	1000000	1		0.6203613233650386
file0	file2	chr20	100000	1		0.2802098650364585
file0	file2	chr20	1000000	1		0.5181865809027465
file0	file2	chr21	100000	1		0.16986201395764844
file0	file2	chr21	1000000	1		0.02519409782701676
file0	file2	chrX	100000	1		0.26121875043451837
file0	file2	chrX	1000000	1		0.897952627598404
file0	file2	chrY	100000	1		0.6715592214147601
file0	file2	chrY	1000000	1		0.15365143781891522
file0	file2	chrM	100000	1		0.23082563427626424
file0	file2	chrM	1000000	1		0.8957848021235238
file0	file3	chr0	100000	1		0.9646885609432361
file0	file3	chr0	1000000	1		0.3716994425912622
file0	file3	chr1	100000	1		0.7276794890374574
file0	file3	chr1	1000000	1		0.20245020323556384
file0	file3	chr2	100000	1		0.9856173942864714
file0	file3	chr2	1000000	1		0.9970650932401595
file0	file3	chr3	100000	1		0.6538580098746813
file0	file3	chr3	1000000	1		0.29666214171271765
file0	file3	chr4	100000	1		0.8681058374149877
file0	file3	chr4	1000000	1		0.7108050608473104
file0	file3	chr5	100000	1		0.31338814996143116
file0	file3	chr5	1000000	1		0.9113346604127932
file0	file3	chr6	100000	1		0.9749859957998307
file0	file3	chr6	1000000	1		0.5961283105940942
file0	file3	chr7	100000	1		0.03814413405989825
file0	file3	chr7	1000000	1		0.17949308921965623
file0	file3	chr8	100000	1		0.16432762941335433
file0	file3	chr8	1000000	1		0.4104121951829428
file0	file3	chr9	100000	1		0.2411066567609238
file0	file3	chr9	1000000	1		0.24027451433152136
file0	file3	chr10	100000	1		0.21034754960706636
file0	file3	chr10	1000000	1		0.40249482561111927
file0	file3	chr11	100000	1		0.05016525512936276
file0	file3	chr11	1000000	1		0.05710618727250394
file0	file3	chr12	100000	1		0.9325527983322225
file0	file3	chr12	1000000	1		0.9150350842241526
file0	file3	chr13	100000	1		0.802051989895258
file0	file3	chr13	1000000	1		0.4910343312536575
file0	file3	chr14	100000	1		0.389695225198466
file0	file3	chr14	1000000	1		0.7835401679949392
file0	file3	chr15	100000	1		0.8040743438630558
file0	file3	chr15	1000000	1		0.3423413169616246
file0	file3	chr16	100000	1		0.19237081763838315
file0	file3	chr16	1000000	1		0.3665515511316094
file0	file3	chr17	100000	1		0.972132791216391
file0	file3	chr17	1000000	1		0.44108891689751606
file0	file3	chr18	100000	1		0.66997487280796
file0	file3	chr18	1000000	1		0.0637306107188712
file0	file3	chr19	100000	1		0.8770113627925766
file0	file3	chr19	1000000	1		0.3499818911319652
file0	file3	chr20	100000	1		0.13225872345515866
file0	file3	chr20	1000000	1		0.18001091586875595
file0	file3	chr21	100000	1		0.9294677179986531
file0	file3	chr21	1000000	1		0.29157829008629554
file0	file3	chrX	100000	1		0.19028713721430512
file0	file3	chrX	1000000	1		0.49447636322243094
file0	file3	chrY	100000	1		0.41018982973852103
file0	file3	chrY	1000000	1		0.22588975328442074
file0	file3	chrM	100000	1		0.2837427829039262
file0	file3	chrM	1000000	1		0.406522656054191
file0	file4	chr0	100000	1		0.9372580077515668
file0	file4	chr0	1000000	1		0.9353707345219808
file0	file4	chr1	100000	1		0.09323504261297544
file0	file4	chr1	1000000	1		0.6983310441356655
file0	file4	chr2	100000	1		0.48776020212345594
file0	file4	chr2	1000000	1		0.7964949173629162
file0	file4	chr3	100000	1		0.8771519358494373
file0	file4	chr3	1000000	1		0.5919326295033415
file0	file4	chr4	100000	1		0.8779754612718331
file0	file4	chr4	1000000	1		0.706221898031262
file0	file4	chr5	100000	1		0.5187157681464926
file0	file4	chr5	1000000	1		0.9962068032883522
file0	file4	chr6	100000	1		0.9281915350131856
file0	file4	chr6	1000000	1		0.07558364228325831
file0	file4	chr7	100000	1		0.5399913506162917
file0	file4	chr7	1000000	1		0.4212127696678294
file0	file4	chr8	100000	1		0.09172844863797236
file0	file4	chr8	1000000	1		0.844261932900001
file0	file4	chr9	100000	1		0.23091761345369388
file0	file4	chr9	1000000	1		0.46727518298261994
file0	file4	chr10	100000	1		0.18808908522849654
file0	file4	chr10	1000000	1		0.9763479822641647
file0	file4	chr11	100000	1		0.2980722837114096
file0	file4	chr11	1000000	1		0.3384742417448455
file0	file4	chr12	100000	1		0.2953108747144182
file0	file4	chr12	1000000	1		0.4651482833429399
file0	file4	chr13	100000	1		0.8899318491840389
file0	file4	chr13	1000000	1		0.7324406894841616
file0	file4	chr14	100000	1		0.2519251038571033
file0	file4	chr14	1000000	1		0.709244904708037
file0	file4	chr15	100000	1		0.823044937757959
file0	file4	chr15	1000000	1		0.6339744096444775
file0	file4	chr16	100000	1		0.7728241758488816
file0	file4	chr16	1000000	1		0.4463497611126652
file0	file4	chr17	100000	1		0.27413145125185256
file0	file4	chr17	1000000	1		0.036598296984959644
file0	file4	chr18	100000	1		0.2554973889188469
file0	file4	chr18	1000000	1		0.6914233196105076
file0	file4	chr19	100000	1		0.8819828459143839
file0	file4	chr19	1000000	1		0.6152221253959461
file0	file4	chr20	100000	1		0.6242259011052969
file0	file4	chr20	1000000	1		0.30588105047303626
file0	file4	chr21	100000	1		0.6343560819362991
file0	file4	chr21	1000000	1		0.18833241311829318
file0	file4	chrX	100000	1		0.5770652322479717
file0	file4	chrX	1000000	1		0.029192252088850568
file0	file4	chrY	100000	1		0.22298459913432622
file0	file4	chrY	1000000	1		0.2913555536977156
file0	file4	chrM	100000	1		0.8143502014113726
file0	file4	chrM	1000000	1		0.32228109842840746
file0	file5	chr0	100000	1		0.10952497301990027
file0	file5	chr0	1000000	1		0.5556181807749075
file0	file5	chr1	100000	1		0.037252291482069544
file0	file5	chr1	1000000	1		0.2881593845942554
file0	file5	chr2	100000	1		0.6423072886376363
file0	file5	chr2	1000000	1		0.37244808248872063
file0	file5	chr3	100000	1		0.09299672696576977
file0	file5	chr3	1000000	1		0.1530007035769546
file0	file5	chr4	100000	1		0.5702911009492301
file0	file5	chr4	1000000	1		0.5964036125087191
file0	file5	chr5	100000	1		0.10442785926932574
file0	file5	chr5	1000000	1		0.6409084891429369
file0	file5	chr6	100000	1		0.808875739305404
file0	file5	chr6	1000000	1		0.579931623557863
file0	file5	chr7	100000	1		0.3959326919297702
file0	file5	chr7	1000000	1		0.567328605714699
file0	file5	chr8	100000	1		0.3245082757088491
file0	file5	chr8	1000000	1		0.8330558476287678
file0	file5	chr9	100000	1		0.3449480713426185
file0	file5	chr9	1000000	1		0.38534285529846024
file0	file5	chr10	100000	1		0.18170884858375058
file0	file5	chr10	1000000	1		0.9760285736296495
file0	file5	chr11	100000	1		0.5010950151794603
file0	file5	chr11	1000000	1		0.03321883624664379
file0	file5	chr12	100000	1		0.8050099354808756
file0	file5	chr12	1000000	1		0.569765423359869
file0	file5	chr13	100000	1		0.6995933340222396
file0	file5	chr13	1000000	1		0.5118832549156919
file0	file5	chr14	100000	1		0.3660524575528413
file0	file5	chr14	1000000	1		0.7927590529825014
file0	file5	chr15	100000	1		0.6245871377181421
file0	file5	chr15	1000000	1		0.36219816218039647
file0	file5	chr16	100000	1		0.20853111725240991
file0	file5	chr16	1000000	1		0.45480893681840917
file0	file5	chr17	100000	1		0.17358202799571631
file0	file5	chr17	1000000	1		0.22326208947630655
file0	file5	chr18	100000	1		0.7125588201700411
file0	file5	chr18	1000000	1		0.4537437794393706
file0	file5	chr19	100000	1		0.6202547543246617
file0	file5	chr19	1000000	1		0.6136747058074353
file0	file5	chr20	100000	1		0.2087461018622696
file0	file5	chr20	1000000	1		0.4462706617047646
file0	file5	chr21	100000	1		0.8761120602385086
file0	file5	chr21	1000000	1		0.18765716511331432
file0	file5	chrX	100000	1		0.014968935263208971
file0	file5	chrX	1000000	1		0.19206091453498286
file0	file5	chrY	100000	1		0.011407904978645966
file0	file5	chrY	1000000	1		0.24036232123340417
file0	file5	chrM	100000	1		0.7819892738072591
file0	file5	chrM	1000000	1		0.5752557413066988
file0	file6	chr0	100000	1		0.7636902901858056
file0	file6	chr0	1000000	1		0.8263158313237806
file0	file6	chr1	100000	1		0.051500626651997505
file0	file6	chr1	1000000	1		0.5362835157047736
file0	file6	chr2	100000	1		0.0057355723194745245
file0	file6	chr2	1000000	1		0.13316139312640207
file0	file6	chr3	100000	1		0.16599816533557354
file0	file6	chr3	1000000	1		0.3251750784339791
file0	file6	chr4	100000	1		0.5814468566563317
file0	file6	chr4	1000000	1		0.5314606800480765
file0	file6	chr5	100000	1		0.33258744876185964
file0	file6	chr5	1000000	1		0.32460356883301644
file0	file6	chr6	100000	1		0.37584834401953515
file0	file6	chr6	1000000	1		0.8183230626731611
file0	file6	chr7	100000	1		0.4102368617379585
file0	file6	chr7	1000000	1		0.5786827007706405
file0	file6	chr8	100000	1		0.18282561454907187
file0	file6	chr8	1000000	1		0.4526178156693488
file0	file6	chr9	100000	1		0.750447381712083
file0	file6	chr9	1000000	1		0.4409429086992146
file0	file6	chr10	100000	1		0.10174776085498938
file0	file6	chr10	1000000	1		0.28266970334933583
file0	file6	chr11	100000	1		0.6997649080057038
file0	file6	chr11	1000000	1		0.7651973135861317
file0	file6	chr12	100000	1		0.42850240917230875
file0	file6	chr12	1000000	1		0.19886842491923906
file0	file6	chr13	100000	1		0.27712842546947614
file0	file6	chr13	1000000	1		0.06624020166881783
file0	file6	chr14	100000	1		0.3473132721832327
file0	file6	chr14	1000000	1		0.23320689307963227
file0	file6	chr15	100000	1		0.7936645530566726
file0	file6	chr15	1000000	1		0.2374131564606604
file0	file6	chr16	100000	1		0.6473312061915647
file0	file6	chr16	1000000	1		0.23166666603473662
file0	file6	chr17	100000	1		0.59642212786917
file0	file6	chr17	1000000	1		0.4001523696528295
file0	file6	chr18	100000	1		0.00973493004957271
file0	file6	chr18	1000000	1		0.5867307394139522
file0	file6	chr19	100000	1		0.9840870744898751
file0	file6	chr19	1000000	1		0.42700645115688773
file0	file6	chr20	100000	1		0.5257002756297717
file0	file6	chr20	1000000	1		0.17871932576716187
file0	file6	chr21	100000	1		0.2631314899506658
file0	file6	chr21	1000000	1		0.05257567900899418
file0	file6	chrX	100000	1		0.8023512091684342
file0	file6	chrX	1000000	1		0.04789552243319739
file0	file6	chrY	100000	1		0.7089920360282985
file0	file6	chrY	1000000	1		0.1666495607225119
file0	file6	chrM	100000	1		0.4545829885719147
file0	file6	chrM	1000000	1		0.6721105585942968
file0	file7	chr0	100000	1		0.8069350007145506
file0	file7	chr0	1000000	1		0.6568987781931848
file0	file7	chr1	100000	1		0.48063434268416394
file0	file7	chr1	1000000	1		0.2568752432886564
file0	file7	chr2	100000	1		0.9149183676841074
file0	file7	chr2	1000000	1		0.4759658674316518
file0	file7	chr3	100000	1		0.2985182851650716
file0	file7	chr3	1000000	1		0.38199475835588126
file0	file7	chr4	100000	1		0.6241519971602932
file0	file7	chr4	1000000	1		0.4307132895637308
file0	file7	chr5	100000	1		0.10440233373834251
file0	file7	chr5	1000000	1		0.21412327411937104
file0	file7	chr6	100000	1		0.24064655378174482
file0	file7	chr6	1000000	1		0.8223785813678416
file0	file7	chr7	100000	1		0.47167070285396395
file0	file7	chr7	1000000	1		0.7245814545214994
file0	file7	chr8	100000	1		0.9031915043570463
file0	file7	chr8	1000000	1		0.017765540568144056
file0	file7	chr9	100000	1		0.8969544880412748
file0	file7	chr9	1000000	1		0.4580555497910256
file0	file7	chr10	100000	1		0.580583851531672
file0	file7	chr10	1000000	1		0.6470139486734261
file0	file7	chr11	100000	1		0.7121657179883529
file0	file7	chr11	1000000	1		0.2680492481908695
file0	file7	chr12	100000	1		0.6221978311199337
file0	file7	chr12	1000000	1		0.21460753513405106
file0	file7	chr13	100000	1		0.7972620586010979
file0	file7	chr13	1000000	1		0.7150681946506805
file0	file7	chr14	100000	1		0.08347210881950529
file0	file7	chr14	1000000	1		0.19712588386519125
file0	file7	chr15	100000	1		0.6532759991417532
file0	file7	chr15	1000000	1		0.6864163217606046
file0	file7	chr16	100000	1		0.9321617004550664
file0	file7	chr16	1000000	1		0.682883274350739
file0	file7	chr17	100000	1		0.36095934045177946
file0	file7	chr17	1000000	1		0.7291132335192099
file0	file7	chr18	100000	1		0.5457309359364925
file0	file7	chr18	1000000	1		0.47067085494272665
file0	file7	chr19	100000	1		0.11984610642136162
file0	file7	chr19	1000000	1		0.891868528679008
file0	file7	chr20	100000	1		0.5055749773344984
file0	file7	chr20	1000000	1		0.5232829717228343
file0	file7	chr21	100000	1		0.7635526912406932
file0	file7	chr21	1000000	1		0.7093786097636664
file0	file7	chrX	100000	1		0.552638248977686
file0	file7	chrX	1000000	1		0.43967776951362114
file0	file7	chrY	100000	1		0.10156478224135967
file0	file7	chrY	1000000	1		0.49479710323987036
file0	file7	chrM	100000	1		0.4125358642658975
file0	file7	chrM	1000000	1		0.8633516838179688
file0	file8	chr0	100000	1		0.8529190828350277
file0	file8	chr0	1000000	1		0.6263995108590242
file0	file8	chr1	100000	1		0.8602862935174356
file0	file8	chr1	1000000	1		0.013410636364587947
file0	file8	chr2	100000	1		0.2578458757031421
file0	file8	chr2	1000000	1		0.15042226792814606
file0	file8	chr3	100000	1		0.4174627554988931
file0	file8	chr3	1000000	1		0.39627690395947957
file0	file8	chr4	100000	1		0.6451919028067058
file0	file8	chr4	1000000	1		0.4050895199581267
file0	file8	chr5	100000	1		0.7966781071170144
file0	file8	chr5	1000000	1		0.2664616595742423
file0	file8	chr6	100000	1		0.5695553945322301
file0	file8	chr6	1000000	1		0.874388679773837
file0	file8	chr7	100000	1		0.5809707232159514
file0	file8	chr7	1000000	1		0.5908926545652825
file0	file8	chr8	100000	1		0.3529623544850493
file0	file8	chr8	1000000	1		0.1908395298103719
file0	file8	chr9	100000	1		0.09458796501861466
file0	file8	chr9	1000000	1		0.5575912856193104
file0	file8	chr10	100000	1		0.7808618496963029
file0	file8	chr10	1000000	1		0.009356066725623835
file0	file8	chr11	100000	1		0.13472101757336863
file0	file8	chr11	1000000	1		0.3246882069415925
file0	file8	chr12	100000	1		0.46856914698057683
file0	file8	chr12	1000000	1		0.9849758663719596
file0	file8	chr13	100000	1		0.9630036560228775
file0	file8	chr13	1000000	1		0.35799298823472236
file0	file8	chr14	100000	1		0.6318284319686756
file0	file8	chr14	1000000	1		0.291482641314432
file0	file8	chr15	100000	1		0.2842973273669315
file0	file8	chr15	1000000	1		0.2312525422427375
file0	file8	chr16	100000	1		0.4199493364892316
file0	file8	chr16	1000000	1		0.7321005240151401
file0	file8	chr17	100000	1		0.09587587124533126
file0	file8	chr17	1000000	1		0.11100958367441449
file0	file8	chr18	100000	1		0.20445221367728417
file0	file8	chr18	1000000	1		0.09429163149873243
file0	file8	chr19	100000	1		0.7377442251516625
file0	file8	chr19	1000000	1		0.14708216892575154
file0	file8	chr20	100000	1		0.40677875176948464
file0	file8	chr20	1000000	1		0.8714364826287632
file0	file8	chr21	100000	1		0.1643142858924267
file0	file8	chr21	1000000	1		0.18300261820920039
file0	file8	chrX	100000	1		0.8978633951720865
file0	file8	chrX	1000000	1		0.9220846135037207
file0	file8	chrY	100000	1		0.11132876826681737
file0	file8	chrY	1000000	1		0.4329258302603888
file0	file8	chrM	100000	1		0.46308854594463145
file0	file8	chrM	1000000	1		0.7014534906340566
file0	file9	chr0	100000	1		0.9022741070190243
file0	file9	chr0	1000000	1		0.9378725856265497
file0	file9	chr1	100000	1		0.5545765877391019
file0	file9	chr1	1000000	1		0.08261470178512531
file0	file9	chr2	100000	1		0.42392826689904517
file0	file9	chr2	1000000	1		0.7023047245565601
file0	file9	chr3	100000	1		0.5558797522278036
file0	file9	chr3	1000000	1		0.5537260358311982
file0	file9	chr4	100000	1		0.8377860407177807
file0	file9	chr4	1000000	1		0.04778660371215582
file0	file9	chr5	100000	1		0.45092897652799246
file0	file9	chr5	1000000	1		0.6164474728996329
file0	file9	chr6	100000	1		0.7624832282728774
file0	file9	chr6	1000000	1		0.9830924751573442
file0	file9	chr7	100000	1		0.9536627124979962
file0	file9	chr7	1000000	1		0.6207067922157113
file0	file9	chr8	100000	1		0.09452985749019771
file0	file9	chr8	1000000	1		0.9790435398961395
file0	file9	chr9	100000	1		0.43885709556740526
file0	file9	chr9	1000000	1		0.557990506685707
file0	file9	chr10	100000	1		0.9828891019903283
file0	file9	chr10	1000000	1		0.784727285884549
file0	file9	chr11	100000	1		0.8561306181713219
file0	file9	chr11	1000000	1		0.9748911390342332
file0	file9	chr12	100000	1		0.09041885056576171
file0	file9	chr12	1000000	1		0.1889115925176762
file0	file9	chr13	100000	1		0.7633341598245338
file0	file9	chr13	1000000	1		0.2755334126297583
file0	file9	chr14	100000	1		0.34403159597725796
file0	file9	chr14	1000000	1		0.5381446207374498
file0	file9	chr15	100000	1		0.7492488795750392
file0	file9	chr15	1000000	1		0.5720588611270827
file0	file9	chr16	100000	1		0.0991291742955589
file0	file9	chr16	1000000	1		0.8734509759378627
file0	file9	chr17	100000	1		0.37698743149003944
file0	file9	chr17	1000000	1		0.5890057506667646
file0	file9	chr18	100000	1		0.7227262876186209
file0	file9	chr18	1000000	1		0.11223190048278386
file0	file9	chr19	100000	1		0.776856786679377
file0	file9	chr19	1000000	1		0.7569261720342532
file0	file9	chr20	100000	1		0.2049535789828203
file0	file9	chr20	1000000	1		0.3369616181141497
file0	file9	chr21	100000	1		0.1414229615468967
file0	file9	chr21	1000000	1		0.20794316859583284
file0	file9	chrX	100000	1		0.1667452604811498
file0	file9	chrX	1000000	1		0.09967115502555834
file0	file9	chrY	100000	1		0.6106759667863979
file0	file9	chrY	1000000	1		0.4651992980759575
file0	file9	chrM	100000	1		0.014822738863199403
file0	file9	chrM	1000000	1		0.10967232861361764
file0	file10	chr0	100000	1		0.5001059173259346
file0	file10	chr0	1000000	1		0.10607269198642588
file0	file10	chr1	100000	1		0.7180113230905727
file0	file10	chr1	1000000	1		0.9773491429812359
file0	file10	chr2	100000	1		0.5880495950266104
file0	file10	chr2	1000000	1		0.583501572590914
file0	file10	chr3	100000	1		0.3295639670693262
file0	file10	chr3	1000000	1		0.1787867401838955
file0	file10	chr4	100000	1		0.23382239931536997
file0	file10	chr4	1000000	1		0.936205892582025
file0	file10	chr5	100000	1		0.48219417542318854
file0	file10	chr5	1000000	1		0.4148120157055203
file0	file10	chr6	100000	1		0.34531951357859425
file0	file10	chr6	1000000	1		0.5384035381237856
file0	file10	chr7	100000	1		0.19383373486217093
file0	file10	chr7	1000000	1		0.6621524408978896
file0	file10	chr8	100000	1		0.8893606273965315
file0	file10	chr8	1000000	1		0.6755363107980515
file0	file10	chr9	100000	1		0.06310109946928544
file0	file10	chr9	1000000	1		0.21038468830330403
file0	file10	chr10	100000	1		0.9041130446904776
file0	file10	chr10	1000000	1		0.8238798591374152
file0	file10	chr11	100000	1		0.23094808601092842
file0	file10	chr11	1000000	1		0.652163322962678
file0	file10	chr12	100000	1		0.4451845549981338
file0	file10	chr12	1000000	1		0.2574105063815463
file0	file10	chr13	100000	1		0.549213141676534
file0	file10	chr13	1000000	1		0.623977337314794
file0	file10	chr14	100000	1		0.21565689759162376
file0	file10	chr14	1000000	1		0.14797969030908065
file0	file10	chr15	100000	1		0.006350282223165027
file0	file10	chr15	1000000	1		0.5007782307815261
file0	file10	chr16	100000	1		0.7546056163503655
file0	file10	chr16	1000000	1		0.6249807135401076
file0	file10	chr17	100000	1		0.9841467814202346
file0	file10	chr17	1000000	1		0.8973629702763359
file0	file10	chr18	100000	1		0.8027634876303897
file0	file10	chr18	1000000	1		0.4286456097905018
file0	file10	chr19	100000	1		0.8547677841894804
file0	file10	chr19	1000000	1		0.9344019408924595
file0	file10	chr20	100000	1		0.524162873709026
file0	file10	chr20	1000000	1		0.0026959888246916863
file0	file10	chr21	100000	1		0.5600585309204124
file0	file10	chr21	1000000	1		0.3293976024609998
file0	file10	chrX	100000	1		0.06278130286484973
file0	file10	chrX	1000000	1		0.7439887639811574
file0	file10	chrY	100000	1		0.2912349153946483
file0	file10	chrY	1000000	1		0.4960980260247456
file0	file10	chrM	100000	1		0.08223073780149337
file0	file10	chrM	1000000	1		0.06606156590626433
file0	file11	chr0	100000	1		0.6045725094820357
file0	file11	chr0	1000000	1		0.6149207957057827
file0	file11	chr1	100000	1		0.8981048829572652
file0	file11	chr1	1000000	1		0.814428568742341
file0	file11	chr2	100000	1		0.511658375719483
file0	file11	chr2	1000000	1		0.7811182628447789
file0	file11	chr3	100000	1		0.3696209013642715
file0	file11	chr3	1000000	1		0.552491183030425
file0	file11	chr4	100000	1		0.6861023227670396
file0	file11	chr4	1000000	1		0.2586092548368665
file0	file11	chr5	100000	1		0.4463783401545023
file0	file11	chr5	1000000	1		0.9642756919767412
file0	file11	chr6	100000	1		0.20253591367618662
file0	file11	chr6	1000000	1		0.45037933225448035
file0	file11	chr7	100000	1		0.9408713569462412
file0	file11	chr7	1000000	1		0.18066140238998152
file0	file11	chr8	100000	1		0.695926182042576
file0	file11	chr8	1000000	1		0.31617685051532307
file0	file11	chr9	100000	1		0.22514406509056495
file0	file11	chr9	1000000	1		0.18164660187820048
file0	file11	chr10	100000	1		0.052044230192226926
